Word,Translation
применяться,Applied
симпатичный,cute
незнакомец,stranger
младенец,baby
облик,appearance
эпизод,episode
подчиненный,subordinate
желающий,Desiring
весло,paddle
преподаватель,teacher
пошло,It went
мусор,rubbish
выключить,turn off
рекомендовать,recommend
нравственный,moral
племя,tribe
расстегнуть,Unflap
оказывать,render
подход,an approach
прижимать,press
выстрелить,Fire
снижение,decrease
звенеть,ring
луг,meadow
ржавый,rusty
заодно,At the same time
як,Yak
сжать,Squeeze
тоня,Tonya
подмигнуть,wink
том,volume
диск,disk
реветь,roar
прозвучать,sound
нежно,gently
прижаться,snuggle up
управлять,to govern
загадка,mystery
сего,this
дуть,blow
пациент,a patient
покоситься,rush
стонать,moan
хата,hut
суета,bustle
дрогнуть,tremble
оттенок,shade
пребывание,residence
любоваться,admire
гусь,goose
решительный,decisive
улететь,fly away
бессмертный,immortal
перебирать,sort out
бензин,petrol
занести,bring down
инвалид,disabled person
зловещий,sinister
убежденный,convinced
роса,dew
крючок,hook
косой,Spit
нервно,nervously
сочинять,compose
вероника,veronica
резиновый,rubber
вопль,cry
вложить,invest
плевать,spit
сложенный,folded
купаться,bathe
боевик,Action
поди,Go
очаг,hearth
пленный,captive
ребятишки,Children
уловить,catch
проникнуть,penetrate
уцелеть,survive
заговор,CONSPIRACY
сдаваться,give up
елка,Christmas tree
сдвинуть,move
гром,thunder
медленный,slow
порыв,impulse
переводить,transfer
вцепиться,cling
обман,deception
подробно,Details
противоречие,contradiction
нефть,oil
медицина,the medicine
сбоку,from the side
полно,Full
напечатать,type
руководить,lead
видный,prominent
нисколько,Not at all
землянка,dugout
француз,Frenchman
откровенно,Frankly
донестись,come on
нуль,zero
соответствие,correspondence
разнообразный,various
практический,practical
капуста,cabbage
неплохой,Not bad
вкусный,tasty
бесплатно,is free
верховный,supreme
выбить,knock out
повиснуть,hang
мрак,darkness
осведомиться,Inverse
окружать,surround
сук,bitches
травма,injury
законный,law
предоставить,provide
интеллигентный,Intelligent
отражение,reflection
котел,boiler
самостоятельный,independent
изумление,amazement
длина,length
похороны,funeral
обширный,extensive
ресурс,resource
сценарий,scenario
свидетельствовать,testify
пропаганда,propaganda
смертельный,fatal
вытаскивать,pull out
официант,waiter
обвинение,Accusation
мэр,mayor
школьник,schoolboy
нквд,NKVD
беречь,Protect
молиться,pray
рюкзак,backpack
проявляться,manifest
сталинский,Stalin
покупка,purchase
осел,donkey
описывать,describe
баран,ram
безумный,insane
ведать,Lead
япония,Japan
пустынный,deserted
специальность,speciality
походка,gait
увезти,Take away
приветствовать,to greet
оборот,turnover
бульвар,boulevard
скамья,bench
презрительный,contemptuous
буфет,buffet
итальянский,Italian
бумажный,paper
опираться,rely
серия,series
неожиданность,surprise
купол,dome
наказать,punish
развитый,developed
копия,copy
научно,scientific
тропинка,path
рама,frame
упомянуть,mention
вздрагивать,shudder
расположение,location
приглашение,invitation
башка,Bashka
горько,bitterly
буря,storm
пионер,pioneer
сухо,dry
неясный,unclear
философия,philosophy
шерсть,wool
приговор,sentence
двадцатый,twentieth
фюрер,Führer
ягода,berry
ограда,fence
низко,low
восемьдесят,eighty
выделяться,stand out
фокус,focus
тонна,ton
материя,matter
поперек,across
мышь,mouse
скрипеть,creak
кушать,eat
нищий,beggar
невозможный,impossible
общаться,communicate
побег,the escape
лунный,lunar
учение,Teaching
солидный,solid
шестнадцать,sixteen
чувствоваться,feel
тьфу,Ugh
почитать,Read
размышление,Reflection
одинаково,the same
ступень,Step
расставить,arrange
мадам,Madame
мирно,peaceful
зрелище,Spectacle
досада,annoyance
трасса,The track
направляться,go
учебный,training
существующий,existing
идеальный,ideal
жидкий,liquid
буркнуть,Broke
столкнуться,collide
учебник,textbook
идеология,ideology
уговаривать,persuade
комсомольский,Komsomol
подозрительный,suspicious
прикрывать,cover
смесь,mixture
электронный,electronic
различать,to distinguish
граната,grenade
беспомощный,helpless
упор,Emphasis
обходить,Go around
котенок,kitten
эффективный,effective
ежедневно,daily
очевидный,evident
наивный,naive
порошок,powder
поворачивать,turn
утратить,Lost
польский,Polish
кол,stake
оранжевый,Orange
интеллектуальный,intellectual
голубчик,Dove
удержать,keep
промышленный,industrial
седло,saddle
склониться,bending
формула,formula
отступить,retreat
эмоция,emotion
тройка,troika
посольство,embassy
длиться,last
вздох,sigh
командование,command
эмоциональный,emotional
окурок,a cigarette butt
непосредственный,direct
лагерный,camp
сонный,sleepy
переспросить,Questioning
мяч,ball
швырнуть,Throw
философ,philosopher
вмешаться,intervene
отрицательный,negative
расстройство,disorder
деться,Fuck
аэродром,aerodrome
закат,sunset
добиваться,achieve
грубо,rough
напиться,get drunk
лопнуть,burst
дерьмо,shit
разряд,discharge
головка,head
свойственный,characteristic
упустить,miss
подъехать,drive up
объявление,announcement
десятилетие,decade
каблук,heel
бурный,stormy
слушаться,listen
пропускать,miss
равнодушно,indifferent
своеобразный,peculiar
выполнение,performance
забирать,take away
пейзаж,landscape
реагировать,to react
поэзия,poetry
гладить,iron
терпение,patience
порода,breed
занавеска,curtain
отвезти,Take away
корзина,basket
огурец,cucumber
корейский,Korean
пацан,The kid
обманывать,deceive
кузов,body
уронить,drop
партнер,partner
религиозный,religious
вой,howl
шлем,helmet
шепнуть,whisper
выраженный,expressed
обреченный,doomed
конференция,the conference
продавец,salesman
гнездо,nest
казак,Cossack
доза,dose
вылезать,get out
приоткрыть,open
одиночка,Loner
пленка,film
пруд,pond
добыть,Get
давить,press
рождаться,Give birth
повсюду,everywhere
сохранять,keep
простор,Spacious
чепуха,nonsense
блокнот,notebook
лозунг,slogan
неудача,failure
покойник,Deceased
веко,eyelid
эстония,Estonia
вправо,to the right
сезон,season
кузьмич,Kuzmich
основать,Found
крошечный,tiny
замерзнуть,freeze
милость,Grace
снимок,picture
священник,Priest
обитатель,Inhabitant
сопровождаться,accompany
парадный,Falls
подсказать,suggest
покачиваться,sway
интонация,intonation
запеть,to sing
разорвать,Break
отверстие,hole
метаться,rush
заботиться,take care
расходиться,diverge
обязательный,mandatory
пристально,intently
задумать,To conceive
набор,kit
злоба,Anger
одесса,Odessa
таблетка,tablet
молочный,lactic
уволить,fire
поискать,search
разбойник,Robber
быт,life
объясняться,Explain
фигурка,Figure
отбросить,discard
чистота,purity
храниться,Store
образованный,educated
танцор,dancer
копыто,hoof
утверждение,statement
денежный,monetary
конкурс,competition
толчок,push
увести,take away
сводить,reduce
береза,Birch tree
приобретать,purchase
удалиться,Remove
батюшка,Father
вспыхивать,flare up
благополучно,safely
змей,Serpent
тощий,skinny
нахмуриться,frown
доступный,accessible
салон,salon
наливать,pour
бак,tank
сантиметр,centimeter
секретарша,Secretary
прошедший,past
печаль,Sadness
подтверждать,confirm
грамм,gram
пилот,pilot
привлекать,attract
брюхо,belly
семя,seed
трезвый,sober
полоска,strip
залезть,Climb
предположение,assumption
капитализм,capitalism
пусто,empty
умолять,beg
поднести,Bring
покупатель,customer
пожить,live
неважно,never mind
выкинуть,throw out
выводить,Display
податься,Get
чистить,clean
телега,cart
градус,degree
сверкающий,sparkling
преследовать,chase
осложнение,complication
вдали,In the distance
торжественный,solemn
пестрый,motley
справедливый,equitable
откликнуться,respond
четкий,Clear
дорого,expensive
комар,mosquito
пошутить,joke
военно,military
проживать,reside
устало,wearily
выложить,Put
флаг,flag
кастрюля,pan
скучный,boring
известие,news
терпеливо,patiently
всадник,rider
забраться,climb
упираться,to rest
мрачно,Gloomy
узнавать,learn
постоять,stand
вправду,Really
мостовый,Bridge
миллиард,billion
влево,To the left
взлететь,take off
испуг,Fright
восемнадцать,eighteen
заросль,thicket
барьер,barrier
дырка,hole
матушка,mother
проиграть,lose
гордо,proudly
поморщиться,grimace
смутный,vague
насквозь,through
целиком,whole
атомный,atomic
бытие,being
размахивать,swing
икра,caviar
историк,historian
водиться,Wash
подчиняться,obey
коза,goat
дымок,smoke
визг,screech
офис,office
бесшумно,Silently
знающий,knowing
босой,barefoot
предстоящий,The upcoming
повар,cook
спрыгнуть,jump
здоровенный,hefty
переносить,transfer
касса,cash register
независимый,independent
презирать,despise
зарасти,overgrowth
тяжкий,heavy
опускать,let down
изящный,elegant
переехать,move
скатерть,tablecloth
негодяй,scoundrel
убегать,run away
украинский,Ukrainian
кампания,campaign
графа,Count
армейский,army
прислушаться,Listen
освободиться,free yourself
преступный,criminal
уличный,street
крыса,rat
расспрашивать,ask
толкать,push
отчаянно,desperately
издать,publish
схватиться,Grab
кружиться,Drink
освобождение,Liberation
поползти,Creeping
бетонный,concrete
прогноз,forecast
съемка,Shooting
спохватиться,Cross
икона,icon
похоронить,bury
сжимать,compress
местность,terrain
драгоценный,precious
нарастать,grow
чеченский,Chechen
изнутри,From the inside
оборвать,cut off
провал,failure
аккуратный,careful
добавлять,add
шумный,noisy
малость,Little
выглянуть,Look
гонять,drive
негр,black person
вонючий,smelly
поспешить,hurry
молоденький,Young
стоп,stop
дровосек,woodcutter
упорно,Persistent
пробежать,run
снисходительный,indulgent
невыносимый,unbearable
удовлетворение,satisfaction
засунуть,put down
рассердиться,get angry
ритм,rhythm
сдерживать,hold back
подбежать,run up
вплоть,up to it
прелесть,charm
спрятаться,hide
открыто,open
бурый,brown
введение,Introduction
голубок,Dove
мороженый,frozen
бессмысленный,nonsensical
презрение,contempt
округ,District
медсестра,nurse
па,Pa
переводчик,translator
складываться,Fold
дружно,together
разводить,Dilute
уютный,cosy
японец,Japanese
повторяться,repeat
мелодия,melody
вал,shaft
трудиться,work
формирование,Formation
одеться,dress
преодолеть,overcome
канада,Canada
впрямь,Indeed
подводной,Underwater
горшок,pot
определяться,determine
грань,Fine
назначать,assign
курица,hen
качаться,sway
прозвище,nickname
темп,pace
информационный,Information
тесно,closely
глухо,Deaf
посадка,landing
потерпеть,tolerate
обрыв,Cliff
нитка,thread
внимательный,attentive
плакат,poster
банда,gang
вырезать,to cut
скучать,miss
избежать,to avoid
инфекция,infection
убеждение,belief
плоть,flesh
деловитый,businesslike
кидать,throw
стая,flock
немалый,considerable
уничтожение,destruction
успешно,successfully
обочина,The roadside
жадно,eagerly
усадьба,Manor
худо,bad
даваться,Give
траншея,trench
затянуться,Tighten
табуретка,stool
задрать,To lift
объективный,objective
сбегать,run away
пепел,ash
болтаться,hang out
пробка,cork
связывать,bind
рф,RF
изучить,To study
проведение,Conducting
порядочный,decent
провинция,provinces
строчок,Strike
уступать,concede
прощение,forgiveness
порция,a portion
театральный,theatrical
отдаленный,remote
потребоваться,It is necessary
хохот,laughter
сорт,variety
производственный,industrial
вплотную,Close
идеологический,ideological
сравнительно,relatively
питаться,Eat
командующий,commanding
людской,human
угрожать,threaten
рассуждение,Reasoning
фонарик,flashlight
официально,officially
дрянь,rubbish
понедельник,Monday
райком,Rice
мундир,uniform
пребывать,to stay
подавить,suppress
польша,Poland
плясать,dance
удобно,comfortable
самостоятельно,on one's own
заявлять,declare
висок,temple
падаль,carrion
уговорить,persuade
глина,clay
почка,bud
профессионал,professional
катер,boat
недостаточно,Not enough
шарик,ball
конфета,candy
сажать,plant
виски,whiskey
поплыть,sail
делить,share
сетка,grid
бассейн,pool
заря,dawn
студенческий,Student
налоговый,Tax
метод,method
человечек,Man
призывать,call
протяжение,stretch
дымиться,smoke
королевский,royal
матка,uterus
инстинкт,instinct
поздороваться,Say hello
красавец,handsome
минутка,Minute
равнодушный,indifferent
правитель,ruler
обнимать,hug
пополам,in half
угодить,To please
пяток,Pyatki
изучение,study of
кататься,ride
сомнительный,doubtful
пехота,infantry
районный,district
выразиться,To express
натянуть,Pull
лишить,deprive
виновато,guilty
удерживать,hold
заряд,charge
ребро,edge
сустав,joint
привыкать,get used to
шумно,Noisy
хребет,Range
багровый,crimson
пластинка,plate
потрясать,Shock
мотив,Motive
дневной,day
рвануться,rush
воспитывать,bring up
заслуга,merit
возбуждение,excitation
съездить,go
свалить,Dump
газетный,newspaper
биологический,biological
смуглый,dark
обломок,chip
крестьянский,peasant
будка,booth
указанный,specified
кустарник,bush
застрять,get stuck
диплом,diploma
обходиться,Go around
фальшивый,false
пена,foam
скользить,slide
пробираться,wade
вертеться,spin
кипеть,boil
поручить,To entrust
убеждать,convince
восстановление,recovery
ничуть,not at all
злиться,get angry
молитва,prayer
попросту,simply
коммерческий,commercial
отвращение,disgust
уступить,to give in
избегать,to avoid
издалека,from afar
тронуться,Touch
вооружение,Armament
твориться,To go
склонный,prone
пазуха,sinus
религия,religion
недаром,No wonder
пригодиться,come in handy
существенный,significant
сопротивляться,resist
скакать,to jump
кличка,nickname
офицерский,Officer
указ,decree
проглотить,Swallow
прилавок,counter
отвратительный,disgusting
осматривать,inspect
запустить,Launch
местечко,place
поделиться,Share
обещание,Promise
вестись,lead
веранда,veranda
стон,moan
равновесие,equilibrium
скука,boredom
прорваться,break through
отставать,lag behind
пятьсот,five hundred
отмечаться,celebrate
торжество,The celebration
прокуратура,The prosecutor's office
проникать,permeate
чудак,eccentric
неизбежный,inevitable
видимость,visibility
паренек,Parenek
погрузить,Dive
семейство,family
царство,kingdom
употреблять,use
вскричать,Crowing out
устав,Charter
погон,shoulder strap
мудрость,wisdom
высунуться,stick out
смело,boldly
фонтан,fountain
битва,battle
жилец,tenant
наткнуться,stumble
горечь,bitterness
трещать,crack
паника,panic
возникновение,emergence
мыть,wash
смутиться,embarrassed
удачный,successful
печатать,print
сексуальный,sexual
насмешливо,Mocking
публикация,publication
демонстрировать,demonstrate
римский,Roman
оправдать,justify
расследование,investigation
оборудование,equipment
вредный,harmful
пульт,remote controller
прихватить,Take it
язва,ulcer
рок,rock
распространить,spread
ишь,Look
сытый,Fold
разбирать,disassemble
груша,pear
переглянуться,Attend to look at
старенький,Old
гроза,thunderstorm
кислород,oxygen
шахта,mine
прохладный,chill
протекать,flow
удав,boa
выпуск,release
ля,La
хирург,surgeon
брезгливый,squeamish
объединить,Combine
символ,symbol
хозяйственный,economic
магия,magic
убирать,clean up
расставаться,Spread
прибежать,come running
развод,divorce
звонкий,voiced
звездный,star
неправда,not true
перестройка,Perestroika
стратегический,strategic
непривычный,unwonted
просидеть,sit down
заведующий,Head
творить,create
мерцать,flicker
инициатива,initiative
кпсс,CPSU
индивидуальный,individual
единица,unit
трагический,tragic
излишний,surplus
загнать,drive
подчеркивать,emphasize
регион,region
защитник,defender
немой,dumb
напасть,attack
сектор,sector
санитар,Sanitary
ссылка,link
госпожа,Madam
механический,mechanical
роща,grove
нагнуться,Bend
предназначить,intended
грек,Greek
усмешка,Grinkle
дружить,be friends
уникальный,unique
восприятие,perception
потомок,descendant
номенклатура,nomenclature
тропа,trail
почтительный,respectful
казнь,Execution
судебный,judicial
сало,salo
мучительный,painful
сочувствие,sympathy
ветерок,breeze
распорядиться,dispose
живо,lively
цепляться,cling
увеличиваться,increase
питер,Peter
светило,light
подробный,detailed
мед,honey
восхищение,Delight
выдумать,invent
мисс,Miss
кавказ,Caucasus
ноздря,nostril
сочетание,combination
наполовину,half
отправлять,send
независимо,independently
прочный,lasting
ворваться,to break
магический,magical
выпивать,drink
нагрузка,load
группировка,Group
тревожно,Anxious
перец,pepper
правительственный,Government
дрожь,shiver
обсуждение,discussion
ползать,crawl
ручной,manual
достаточный,sufficient
постановление,Resolution
семнадцать,seventeen
вытянуться,stretch out
заметка,the note
принцесса,a princess
посещать,visit
самоубийство,suicide
отодвинуть,Move
раздавить,crush
нежность,tenderness
тоненький,thin
сейф,safe
миф,myth
пятеро,five
объявлять,announce
противно,disgusting
правление,governing body
выдающийся,outstanding
валюта,currency
разработать,Develop
рассыпаться,to crumble
блин,pancake
выезд,Departure
туго,tight
складка,fold
шелковый,silk
предатель,traitor
купец,merchant
удаляться,Remove
психика,The psyche
живопись,painting
кровотечение,bleeding
ворчать,grumble
демократ,democrat
откинуть,back
трещина,crack
мораль,morality
распахнуться,open
помниться,remember
факультет,faculty
поражать,hit
аллея,Alley
настать,Inlet
поляна,Polyana
валенок,Valenok
угрюмый,sullen
солдатик,Soldier
тусклый,dim
снаружи,outside
паровоз,locomotive
интернет,the Internet
посетить,Visit
британский,British
будить,wake up
приказывать,order
алкоголь,alcohol
измерение,Measurement
актриса,actress
размах,scope
внешне,externally
призрак,ghost
увеличить,increase
ахнуть,hesit
лекарственный,drug
бесплатный,free
почетный,honorable
математика,maths
растерять,to lose
собор,Cathedral
сыр,cheese
навестить,visit
соединение,compound
воображать,imagine
самовар,samovar
миома,myoma
испуганный,frightened
незначительный,minor
окончательный,final
вскакивать,jump
канифоль,rosin
вынимать,take out
зарубежный,foreign
робко,timidly
невероятно,Incredible
пересечь,cross
матерый,seasoned
листва,foliage
учеба,studies
кукла,doll
предчувствие,Predperson
обморок,fainting
развалина,wreck
священный,sacred
терапия,therapy
вскрикнуть,Cream
позор,a shame
конструкция,design
концепция,concept
особняк,mansion
весть,news
строиться,Build
бабочка,butterfly
опомниться,come to his senses
тыкать,poke
перебивать,interrupt
вполголоса,In an undertone
изделие,product
студия,Studio
ленинский,Leninist
видение,vision
слюна,saliva
попрощаться,say goodbye
круто,cool
отменить,cancel
встречный,counter
подавлять,suppress
сложность,complexity
выслать,Send
землянин,Earthlings
строение,structure
дежурить,On duty
скрипка,violin
украсить,Decorate
ложный,false
бас,bass
песенка,Song
сани,sled
редкость,rarity
федерация,federation
диагноз,diagnosis
чудовище,monster
вица,Vitsa
помчаться,rush away
премьера,premiere
разыскать,Find it
хоронить,bury
букет,bouquet
доставлять,deliver
выпрямиться,straighten
придать,Give
хорошенький,pretty
боковой,side
кредит,credit
эшелон,echelon
поздравлять,congratulate
староста,The headman
нетерпение,impatience
помахать,wave
кодекс,Code
копье,a spear
матч,match
бесконечно,endlessly
выбежать,run out
поддаваться,to succumb
вскинуть,throw up
зажигалка,lighter
тюремный,prison
акцент,accent
лиловый,lilac
вероятность,probability
плавно,smoothly
призыв,call
утонуть,drown
уничтожать,destroy
крупнейший,The largest
щенок,puppy
выхватить,grab
тигр,tiger
претензия,claim
распространение,Spread
обувь,shoes
влюбиться,Fall in love
аргумент,argument
норовить,to strive
полотно,canvas
пропуск,pass
смола,resin
недовольно,displeased
мучительно,painful
стоянка,parking
содержаться,contain
вследствие,due to
тупик,dead end
овощ,vegetable
нехороший,bad
отрываться,to break away
микрофон,microphone
пышный,lush
стадия,stage
перебраться,to move
создаваться,create
машинальный,Motor
легкость,ease
молот,the hammer
скромно,modestly
верхушка,The top
око,eye
вопреки,Contrary to
активно,actively
национальность,nationality
платформа,platform
верста,verst
подружка,Girlfriend
практик,Practice
ограниченный,limited
оглядывать,look around
взяток,bribes
гусеница,caterpillar
объятие,embrace
отставка,resignation
ихний,Their
чересчур,too
оригинальный,original
рельс,rail
рыбка,Fish
игрок,player
вить,Vit
ура,Hooray
шорох,rustle
новичок,Newbie
парнишка,Boy
скотина,Cattle
поручение,assignment
сослаться,refer
премьер,Prime Minister
добывать,Make it
рывок,jerk
заканчиваться,end
женатый,married
сопка,Sopka
торговец,dealer
эфир,ether
шевелить,stir
присутствующий,present
связаться,contact
завязать,Tie
приезжий,Visitor
строитель,builder
разложить,Lay out
слушатель,listener
отрывать,tear off
остро,acute
африка,Africa
тумбочка,bedside table
